case_id,activity,event_order,exchange_rate
5196,Check exchange rate,8,1.03
5196,Check exchange rate,9,0.8
5196,Check exchange rate,10,0.95
5196,Check exchange rate,11,1.1
5196,Check exchange rate,12,0.92
5196,Pays by card,13,
5197,Check-in,1,
5197,Check exchange rate,2,1.1
5197,Check exchange rate,3,1.08
5197,Check exchange rate,4,1.11
5197,Check exchange rate,5,1.05
5197,Check exchange rate,6,0.95
5197,Check exchange rate,7,1.06
5197,Check exchange rate,8,1.06
5197,Check exchange rate,9,0.8
5197,Check exchange rate,10,0.96
5197,Check exchange rate,11,1.03
5197,Check exchange rate,12,1.11
5197,Pays by card,13,
5198,Check-in,1,
5198,Check exchange rate,2,0.86
5198,Check exchange rate,3,0.85
5198,Check exchange rate,4,1.0
5198,Check exchange rate,5,0.94
5198,Check exchange rate,6,0.9
5198,Check exchange rate,7,0.96
5198,Check exchange rate,8,1.06
5198,Check exchange rate,9,1.03
5198,Check exchange rate,10,1.0
5198,Check exchange rate,11,0.84
5198,Check exchange rate,12,0.81
5198,Pays cash,13,
5199,Check-in,1,
5199,Check exchange rate,2,1.13
5199,Check exchange rate,3,1.04
5199,Check exchange rate,4,1.0
5199,Check exchange rate,5,0.96
5199,Check exchange rate,6,0.98
5199,Check exchange rate,7,1.12
5199,Check exchange rate,8,1.03
5199,Check exchange rate,9,0.88
5199,Check exchange rate,10,0.96
5199,Check exchange rate,11,0.91
5199,Check exchange rate,12,1.09
5199,Pays by card,13,
5200,Check-in,1,
5200,Check exchange rate,2,1.04
5200,Check exchange rate,3,0.84
5200,Check exchange rate,4,0.98
5200,Check exchange rate,5,1.03
5200,Check exchange rate,6,0.94
5200,Check exchange rate,7,1.08
5200,Check exchange rate,8,0.88
5200,Check exchange rate,9,1.08
5200,Check exchange rate,10,1.03
5200,Check exchange rate,11,0.92
5200,Check exchange rate,12,0.84
5200,Pays by card,13,
5201,Check-in,1,
5201,Check exchange rate,2,1.16
5201,Check exchange rate,3,0.88
5201,Check exchange rate,4,0.99
5201,Check exchange rate,5,1.11
5201,Check exchange rate,6,0.82
5201,Check exchange rate,7,1.0
5201,Check exchange rate,8,1.07
5201,Check exchange rate,9,1.01
5201,Check exchange rate,10,0.98
5201,Check exchange rate,11,1.09
5201,Check exchange rate,12,0.92
5201,Pays by card,13,
5202,Check-in,1,
5202,Check exchange rate,2,1.15
5202,Check exchange rate,3,0.96
5202,Check exchange rate,4,0.92
5202,Check exchange rate,5,0.85
5202,Check exchange rate,6,0.81
5202,Check exchange rate,7,0.85
5202,Check exchange rate,8,0.95
5202,Check exchange rate,9,0.76
5202,Check exchange rate,10,1.07
5202,Check exchange rate,11,1.05
5202,Check exchange rate,12,1.05
5202,Pays by card,13,
5203,Check-in,1,
5203,Check exchange rate,2,1.12
5203,Check exchange rate,3,0.89
5203,Check exchange rate,4,0.87
5203,Check exchange rate,5,0.94
5203,Check exchange rate,6,1.11
5203,Check exchange rate,7,1.23
5203,Check exchange rate,8,1.06
5203,Check exchange rate,9,1.04
5203,Check exchange rate,10,1.11
5203,Check exchange rate,11,1.15
5203,Check exchange rate,12,0.91
5203,Pays by card,13,
5204,Check-in,1,
5204,Check exchange rate,2,0.79
5204,Check exchange rate,3,1.04
5204,Check exchange rate,4,0.94
5204,Check exchange rate,5,0.97
5204,Check exchange rate,6,1.01
5204,Check exchange rate,7,0.82
5204,Check exchange rate,8,1.21
5204,Check exchange rate,9,1.17
5204,Check exchange rate,10,1.02
5204,Check exchange rate,11,0.87
5204,Check exchange rate,12,0.97
5204,Pays cash,13,
5205,Check-in,1,
5205,Check exchange rate,2,1.02
5205,Check exchange rate,3,0.91
5205,Check exchange rate,4,0.9
5205,Check exchange rate,5,0.99
5205,Check exchange rate,6,1.03
5205,Check exchange rate,7,0.85
5205,Check exchange rate,8,1.2
5205,Check exchange rate,9,0.93
5205,Check exchange rate,10,0.91
5205,Check exchange rate,11,1.0
5205,Check exchange rate,12,0.76
5205,Pays by card,13,
5206,Check-in,1,
5206,Check exchange rate,2,1.03
5206,Check exchange rate,3,1.23
5206,Check exchange rate,4,1.11
5206,Check exchange rate,5,0.89
5206,Check exchange rate,6,1.12
5206,Check exchange rate,7,1.01
5206,Check exchange rate,8,0.99
5206,Check exchange rate,9,0.93
5206,Check exchange rate,10,0.84
5206,Check exchange rate,11,1.0
5206,Check exchange rate,12,0.87
5206,Pays cash,13,
5207,Check-in,1,
5207,Check exchange rate,2,0.97
5207,Check exchange rate,3,1.07
5207,Check exchange rate,4,1.04
5207,Check exchange rate,5,1.14
5207,Check exchange rate,6,0.95
5207,Check exchange rate,7,1.13
5207,Check exchange rate,8,1.02
5207,Check exchange rate,9,0.99
5207,Check exchange rate,10,0.91
5207,Check exchange rate,11,1.04
5207,Check exchange rate,12,0.95
5207,Pays by card,13,
5208,Check-in,1,
5208,Check exchange rate,2,1.03
5208,Check exchange rate,3,1.0
5208,Check exchange rate,4,1.22
5208,Check exchange rate,5,0.88
5208,Check exchange rate,6,0.91
5208,Check exchange rate,7,1.1
5208,Check exchange rate,8,1.04
5208,Check exchange rate,9,0.91
5208,Check exchange rate,10,1.13
5208,Check exchange rate,11,1.0
5208,Check exchange rate,12,1.01
5208,Pays cash,13,
5209,Check-in,1,
5209,Check exchange rate,2,0.94
5209,Check exchange rate,3,1.14
5209,Check exchange rate,4,1.06
5209,Check exchange rate,5,0.99
5209,Check exchange rate,6,0.83
5209,Check exchange rate,7,1.15
5209,Check exchange rate,8,0.95
5209,Check exchange rate,9,0.9
5209,Check exchange rate,10,1.03
5209,Check exchange rate,11,1.14
5209,Check exchange rate,12,1.04
5209,Pays cash,13,
5210,Check-in,1,
5210,Check exchange rate,2,1.06
5210,Check exchange rate,3,0.93
5210,Check exchange rate,4,0.96
5210,Check exchange rate,5,1.01
5210,Check exchange rate,6,1.2
5210,Check exchange rate,7,1.04
5210,Check exchange rate,8,0.99
5210,Check exchange rate,9,0.87
5210,Check exchange rate,10,0.96
5210,Check exchange rate,11,0.96
5210,Check exchange rate,12,1.07
5210,Pays by card,13,
5211,Check-in,1,
5211,Check exchange rate,2,0.94
5211,Check exchange rate,3,0.96
5211,Check exchange rate,4,1.02
5211,Check exchange rate,5,1.14
5211,Check exchange rate,6,1.08
5211,Check exchange rate,7,0.97
5211,Check exchange rate,8,0.94
5211,Check exchange rate,9,0.82
5211,Check exchange rate,10,0.93
5211,Check exchange rate,11,0.89
5211,Check exchange rate,12,1.01
5211,Pays cash,13,
5212,Check-in,1,
5212,Check exchange rate,2,0.97
5212,Check exchange rate,3,1.17
5212,Check exchange rate,4,1.06
5212,Check exchange rate,5,0.94
5212,Check exchange rate,6,0.87
5212,Check exchange rate,7,0.81
5212,Check exchange rate,8,0.86
5212,Check exchange rate,9,0.91
5212,Check exchange rate,10,0.88
5212,Check exchange rate,11,1.04
5212,Check exchange rate,12,0.99
5212,Pays cash,13,
5213,Check-in,1,
5213,Check exchange rate,2,1.16
5213,Check exchange rate,3,0.98
5213,Check exchange rate,4,1.06
5213,Check exchange rate,5,1.0
5213,Check exchange rate,6,0.88
5213,Check exchange rate,7,0.95
5213,Check exchange rate,8,0.84
5213,Check exchange rate,9,0.91
5213,Check exchange rate,10,0.79
5213,Check exchange rate,11,1.23
5213,Check exchange rate,12,1.0
5213,Pays by card,13,
5214,Check-in,1,
5214,Check exchange rate,2,0.93
5214,Check exchange rate,3,0.95
5214,Check exchange rate,4,1.08
5214,Check exchange rate,5,1.05
5214,Check exchange rate,6,0.99
5214,Check exchange rate,7,0.92
5214,Check exchange rate,8,0.97
5214,Check exchange rate,9,1.07
5214,Check exchange rate,10,1.03
5214,Check exchange rate,11,1.14
5214,Check exchange rate,12,1.0
5214,Pays by card,13,
5215,Check-in,1,
5215,Check exchange rate,2,1.02
5215,Check exchange rate,3,0.97
5215,Check exchange rate,4,0.97
5215,Check exchange rate,5,0.97
5215,Check exchange rate,6,1.1
5215,Check exchange rate,7,1.14
5215,Check exchange rate,8,1.07
5215,Check exchange rate,9,1.06
5215,Check exchange rate,10,0.99
5215,Check exchange rate,11,1.02
5215,Check exchange rate,12,1.04
5215,Pays by card,13,
5216,Check-in,1,
5216,Check exchange rate,2,1.07
5216,Check exchange rate,3,1.02
5216,Check exchange rate,4,0.87
5216,Check exchange rate,5,1.02
5216,Check exchange rate,6,0.98
5216,Check exchange rate,7,1.11
5216,Check exchange rate,8,1.01
5216,Check exchange rate,9,1.16
5216,Check exchange rate,10,1.2
5216,Check exchange rate,11,1.03
5216,Check exchange rate,12,1.04
5216,Pays cash,13,
5217,Check-in,1,
5217,Check exchange rate,2,0.99
5217,Check exchange rate,3,1.16
5217,Check exchange rate,4,0.92
5217,Check exchange rate,5,0.95
5217,Check exchange rate,6,1.08
5217,Check exchange rate,7,0.96
5217,Check exchange rate,8,0.78
5217,Check exchange rate,9,1.1
5217,Check exchange rate,10,1.04
5217,Check exchange rate,11,1.0
5217,Check exchange rate,12,1.01
5217,Pays by card,13,
5218,Check-in,1,
5218,Check exchange rate,2,1.12
5218,Check exchange rate,3,1.21
5218,Check exchange rate,4,1.03
5218,Check exchange rate,5,1.07
5218,Check exchange rate,6,1.1
5218,Check exchange rate,7,1.06
5218,Check exchange rate,8,0.98
5218,Check exchange rate,9,0.92
5218,Check exchange rate,10,1.08
5218,Check exchange rate,11,0.88
5218,Check exchange rate,12,1.07
5218,Pays cash,13,
5219,Check-in,1,
5219,Check exchange rate,2,0.9
5219,Check exchange rate,3,1.13
5219,Check exchange rate,4,0.98
5219,Check exchange rate,5,0.87
5219,Check exchange rate,6,0.92
5219,Check exchange rate,7,1.05
5219,Check exchange rate,8,1.09
5219,Check exchange rate,9,1.0
5219,Check exchange rate,10,0.74
5219,Check exchange rate,11,1.07
5219,Check exchange rate,12,0.8
5219,Pays by card,13,
5220,Check-in,1,
5220,Check exchange rate,2,1.01
5220,Check exchange rate,3,1.1
5220,Check exchange rate,4,1.12
5220,Check exchange rate,5,0.81
5220,Check exchange rate,6,0.92
5220,Check exchange rate,7,1.01
5220,Check exchange rate,8,1.11
5220,Check exchange rate,9,1.06
5220,Check exchange rate,10,0.88
5220,Check exchange rate,11,1.02
5220,Check exchange rate,12,1.08
5220,Pays cash,13,
5221,Check-in,1,
5221,Check exchange rate,2,0.91
5221,Check exchange rate,3,0.95
5221,Check exchange rate,4,0.89
5221,Check exchange rate,5,0.96
5221,Check exchange rate,6,0.95
5221,Check exchange rate,7,0.96
5221,Check exchange rate,8,1.07
5221,Check exchange rate,9,0.94
5221,Check exchange rate,10,0.96
5221,Check exchange rate,11,1.06
5221,Check exchange rate,12,1.04
5221,Pays by card,13,
5222,Check-in,1,
5222,Check exchange rate,2,1.1
5222,Check exchange rate,3,0.91
5222,Check exchange rate,4,0.92
5222,Check exchange rate,5,1.09
5222,Check exchange rate,6,0.82
5222,Check exchange rate,7,1.06
5222,Check exchange rate,8,1.11
5222,Check exchange rate,9,0.82
5222,Check exchange rate,10,1.01
5222,Check exchange rate,11,0.95
5222,Check exchange rate,12,1.15
5222,Pays cash,13,
5223,Check-in,1,
5223,Check exchange rate,2,1.17
5223,Check exchange rate,3,1.01
5223,Check exchange rate,4,1.07
5223,Check exchange rate,5,1.17
5223,Check exchange rate,6,1.22
5223,Check exchange rate,7,1.07
5223,Check exchange rate,8,1.0
5223,Check exchange rate,9,0.96
5223,Check exchange rate,10,1.25
5223,Check exchange rate,11,0.92
5223,Check exchange rate,12,1.08
5223,Pays cash,13,
5224,Check-in,1,
5224,Check exchange rate,2,0.97
5224,Check exchange rate,3,1.0
5224,Check exchange rate,4,0.93
5224,Check exchange rate,5,0.83
5224,Check exchange rate,6,1.13
5224,Check exchange rate,7,1.23
5224,Check exchange rate,8,0.86
5224,Check exchange rate,9,0.88
5224,Check exchange rate,10,0.93
5224,Check exchange rate,11,0.88
5224,Check exchange rate,12,0.96
5224,Pays by card,13,
5225,Check-in,1,
5225,Check exchange rate,2,1.0
5225,Check exchange rate,3,0.97
5225,Check exchange rate,4,1.09
5225,Check exchange rate,5,1.09
5225,Check exchange rate,6,1.15
5225,Check exchange rate,7,1.13
5225,Check exchange rate,8,0.99
5225,Check exchange rate,9,1.07
5225,Check exchange rate,10,1.04
5225,Check exchange rate,11,1.04
5225,Check exchange rate,12,0.87
5225,Pays by card,13,
5226,Check-in,1,
5226,Check exchange rate,2,1.01
5226,Check exchange rate,3,1.01
5226,Check exchange rate,4,1.04
5226,Check exchange rate,5,1.13
5226,Check exchange rate,6,0.87
5226,Check exchange rate,7,1.06
5226,Check exchange rate,8,1.03
5226,Check exchange rate,9,1.07
5226,Check exchange rate,10,1.1
5226,Check exchange rate,11,0.98
5226,Check exchange rate,12,0.98
5226,Pays by card,13,
5227,Check-in,1,
5227,Check exchange rate,2,1.06
5227,Check exchange rate,3,1.09
5227,Check exchange rate,4,1.01
5227,Check exchange rate,5,1.03
5227,Check exchange rate,6,1.02
5227,Check exchange rate,7,0.89
5227,Check exchange rate,8,1.04
5227,Check exchange rate,9,0.97
5227,Check exchange rate,10,0.95
5227,Check exchange rate,11,1.14
5227,Check exchange rate,12,1.08
5227,Pays cash,13,
5228,Check-in,1,
5228,Check exchange rate,2,0.86
5228,Check exchange rate,3,0.9
5228,Check exchange rate,4,1.12
5228,Check exchange rate,5,1.08
5228,Check exchange rate,6,0.9
5228,Check exchange rate,7,0.88
5228,Check exchange rate,8,0.78
5228,Check exchange rate,9,0.82
5228,Check exchange rate,10,0.98
5228,Check exchange rate,11,1.12
5228,Check exchange rate,12,1.11
5228,Pays by card,13,
5229,Check-in,1,
5229,Check exchange rate,2,1.08
5229,Check exchange rate,3,0.87
5229,Check exchange rate,4,0.93
5229,Check exchange rate,5,1.16
5229,Check exchange rate,6,1.11
5229,Check exchange rate,7,0.92
5229,Check exchange rate,8,0.88
5229,Check exchange rate,9,1.03
5229,Check exchange rate,10,1.03
5229,Check exchange rate,11,0.99
5229,Check exchange rate,12,1.23
5229,Pays cash,13,
5230,Check-in,1,
5230,Check exchange rate,2,1.04
5230,Check exchange rate,3,1.02
5230,Check exchange rate,4,1.0
5230,Check exchange rate,5,0.93
5230,Check exchange rate,6,1.03
5230,Check exchange rate,7,0.82
5230,Check exchange rate,8,1.02
5230,Check exchange rate,9,1.15
5230,Check exchange rate,10,1.02
5230,Check exchange rate,11,0.91
5230,Check exchange rate,12,0.97
5230,Pays cash,13,
5231,Check-in,1,
5231,Check exchange rate,2,0.92
5231,Check exchange rate,3,1.07
5231,Check exchange rate,4,0.96
5231,Check exchange rate,5,0.94
5231,Check exchange rate,6,0.87
5231,Check exchange rate,7,0.89
5231,Check exchange rate,8,1.18
5231,Check exchange rate,9,1.08
5231,Check exchange rate,10,1.13
5231,Check exchange rate,11,0.91
5231,Check exchange rate,12,1.18
5231,Pays cash,13,
5232,Check-in,1,
5232,Check exchange rate,2,0.81
5232,Check exchange rate,3,0.97
5232,Check exchange rate,4,0.9
5232,Check exchange rate,5,0.93
5232,Check exchange rate,6,1.01
5232,Check exchange rate,7,1.04
5232,Check exchange rate,8,0.94
5232,Check exchange rate,9,1.0
5232,Check exchange rate,10,0.95
5232,Check exchange rate,11,1.04
5232,Check exchange rate,12,0.98
5232,Pays by card,13,
5233,Check-in,1,
5233,Check exchange rate,2,0.89
5233,Check exchange rate,3,0.84
5233,Check exchange rate,4,1.08
5233,Check exchange rate,5,1.19
5233,Check exchange rate,6,0.89
5233,Check exchange rate,7,0.98
5233,Check exchange rate,8,0.98
5233,Check exchange rate,9,1.07
5233,Check exchange rate,10,1.01
5233,Check exchange rate,11,1.21
5233,Check exchange rate,12,0.93
5233,Pays by card,13,
5234,Check-in,1,
5234,Check exchange rate,2,1.04
5234,Check exchange rate,3,1.12
5234,Check exchange rate,4,1.08
5234,Check exchange rate,5,0.78
5234,Check exchange rate,6,0.9
5234,Check exchange rate,7,1.07
5234,Check exchange rate,8,0.88
5234,Check exchange rate,9,0.92
5234,Check exchange rate,10,0.98
5234,Check exchange rate,11,0.95
5234,Check exchange rate,12,0.8
5234,Pays cash,13,
5235,Check-in,1,
5235,Check exchange rate,2,1.04
5235,Check exchange rate,3,0.96
5235,Check exchange rate,4,0.89
5235,Check exchange rate,5,0.86
5235,Check exchange rate,6,0.99
5235,Check exchange rate,7,1.02
5235,Check exchange rate,8,0.99
5235,Check exchange rate,9,1.11
5235,Check exchange rate,10,1.01
5235,Check exchange rate,11,1.07
5235,Check exchange rate,12,0.85
5235,Pays cash,13,
5236,Check-in,1,
5236,Check exchange rate,2,1.19
5236,Check exchange rate,3,0.88
5236,Check exchange rate,4,1.11
5236,Check exchange rate,5,0.95
5236,Check exchange rate,6,1.03
5236,Check exchange rate,7,0.85
5236,Check exchange rate,8,1.19
5236,Check exchange rate,9,0.93
5236,Check exchange rate,10,1.08
5236,Check exchange rate,11,1.18
5236,Check exchange rate,12,1.0
5236,Pays cash,13,
5237,Check-in,1,
5237,Check exchange rate,2,1.13
5237,Check exchange rate,3,0.95
5237,Check exchange rate,4,0.97
5237,Check exchange rate,5,0.93
5237,Check exchange rate,6,1.08
5237,Check exchange rate,7,0.95
5237,Check exchange rate,8,0.99
5237,Check exchange rate,9,1.13
5237,Check exchange rate,10,1.11
5237,Check exchange rate,11,0.9
5237,Check exchange rate,12,1.12
5237,Pays cash,13,
5238,Check-in,1,
5238,Check exchange rate,2,0.9
5238,Check exchange rate,3,0.97
5238,Check exchange rate,4,0.9
5238,Check exchange rate,5,0.88
5238,Check exchange rate,6,0.85
5238,Check exchange rate,7,0.98
5238,Check exchange rate,8,0.97
5238,Check exchange rate,9,1.0
5238,Check exchange rate,10,1.08
5238,Check exchange rate,11,1.0
5238,Check exchange rate,12,1.05
5238,Pays by card,13,
5239,Check-in,1,
5239,Check exchange rate,2,1.06
5239,Check exchange rate,3,0.83
5239,Check exchange rate,4,0.8
5239,Check exchange rate,5,0.97
5239,Check exchange rate,6,1.11
5239,Check exchange rate,7,1.02
5239,Check exchange rate,8,0.96
5239,Check exchange rate,9,0.89
5239,Check exchange rate,10,1.07
5239,Check exchange rate,11,1.15
5239,Check exchange rate,12,0.81
5239,Pays by card,13,
5240,Check-in,1,
5240,Check exchange rate,2,0.77
5240,Check exchange rate,3,1.02
5240,Check exchange rate,4,0.86
5240,Check exchange rate,5,0.98
5240,Check exchange rate,6,1.02
5240,Check exchange rate,7,1.05
5240,Check exchange rate,8,0.83
5240,Check exchange rate,9,1.16
5240,Check exchange rate,10,0.9
5240,Check exchange rate,11,0.95
5240,Check exchange rate,12,1.02
5240,Pays by card,13,
5241,Check-in,1,
5241,Check exchange rate,2,0.94
5241,Check exchange rate,3,1.04
5241,Check exchange rate,4,1.07
5241,Check exchange rate,5,1.01
5241,Check exchange rate,6,1.05
5241,Check exchange rate,7,0.97
5241,Check exchange rate,8,0.98
5241,Check exchange rate,9,0.99
5241,Check exchange rate,10,0.96
5241,Check exchange rate,11,1.05
5241,Check exchange rate,12,1.03
5241,Pays cash,13,
5242,Check-in,1,
5242,Check exchange rate,2,1.1
5242,Check exchange rate,3,0.93
5242,Check exchange rate,4,0.91
5242,Check exchange rate,5,1.0
5242,Check exchange rate,6,1.03
5242,Check exchange rate,7,1.08
5242,Check exchange rate,8,0.79
5242,Check exchange rate,9,0.98
5242,Check exchange rate,10,1.0
5242,Check exchange rate,11,0.83
5242,Check exchange rate,12,1.02
5242,Pays cash,13,
5243,Check-in,1,
5243,Check exchange rate,2,0.93
5243,Check exchange rate,3,1.04
5243,Check exchange rate,4,1.06
5243,Check exchange rate,5,1.21
5243,Check exchange rate,6,0.97
5243,Check exchange rate,7,1.09
5243,Check exchange rate,8,1.06
5243,Check exchange rate,9,1.15
5243,Check exchange rate,10,1.07
5243,Check exchange rate,11,0.95
5243,Check exchange rate,12,1.04
5243,Pays by card,13,
5244,Check-in,1,
5244,Check exchange rate,2,0.92
5244,Check exchange rate,3,0.92
5244,Check exchange rate,4,0.91
5244,Check exchange rate,5,0.99
5244,Check exchange rate,6,0.96
5244,Check exchange rate,7,1.12
5244,Check exchange rate,8,1.11
5244,Check exchange rate,9,0.99
5244,Check exchange rate,10,1.06
5244,Check exchange rate,11,1.1
5244,Check exchange rate,12,1.23
5244,Pays cash,13,
5245,Check-in,1,
5245,Check exchange rate,2,1.08
5245,Check exchange rate,3,1.25
5245,Check exchange rate,4,1.18
5245,Check exchange rate,5,0.97
5245,Check exchange rate,6,1.05
5245,Check exchange rate,7,0.92
5245,Check exchange rate,8,0.93
5245,Check exchange rate,9,1.17
5245,Check exchange rate,10,1.07
5245,Check exchange rate,11,1.08
5245,Check exchange rate,12,0.89
5245,Pays cash,13,
5246,Check-in,1,
5246,Check exchange rate,2,0.89
5246,Check exchange rate,3,0.93
5246,Check exchange rate,4,1.02
5246,Check exchange rate,5,1.1
5246,Check exchange rate,6,1.04
5246,Check exchange rate,7,1.02
5246,Check exchange rate,8,0.94
5246,Check exchange rate,9,0.89
5246,Check exchange rate,10,0.85
5246,Check exchange rate,11,0.96
5246,Check exchange rate,12,0.93
5246,Pays cash,13,
5247,Check-in,1,
5247,Check exchange rate,2,0.94
5247,Check exchange rate,3,1.14
5247,Check exchange rate,4,1.08
5247,Check exchange rate,5,0.99
5247,Check exchange rate,6,0.99
5247,Check exchange rate,7,1.03
5247,Check exchange rate,8,1.13
5247,Check exchange rate,9,1.01
5247,Check exchange rate,10,0.94
5247,Check exchange rate,11,0.88
5247,Check exchange rate,12,0.99
5247,Pays cash,13,
5248,Check-in,1,
5248,Check exchange rate,2,1.04
5248,Check exchange rate,3,0.95
5248,Check exchange rate,4,1.1
5248,Check exchange rate,5,1.03
5248,Check exchange rate,6,1.04
5248,Check exchange rate,7,0.73
5248,Check exchange rate,8,1.03
5248,Check exchange rate,9,1.16
5248,Check exchange rate,10,1.16
5248,Check exchange rate,11,1.21
5248,Check exchange rate,12,1.14
5248,Pays cash,13,
5249,Check-in,1,
5249,Check exchange rate,2,1.0
5249,Check exchange rate,3,1.06
5249,Check exchange rate,4,1.03
5249,Check exchange rate,5,1.13
5249,Check exchange rate,6,1.02
5249,Check exchange rate,7,0.99
5249,Check exchange rate,8,1.0
5249,Check exchange rate,9,0.89
5249,Check exchange rate,10,1.11
5249,Check exchange rate,11,0.93
5249,Check exchange rate,12,1.02
5249,Pays by card,13,
5250,Check-in,1,
5250,Check exchange rate,2,0.97
5250,Check exchange rate,3,1.0
5250,Check exchange rate,4,1.15
5250,Check exchange rate,5,0.99
5250,Check exchange rate,6,0.99
5250,Check exchange rate,7,1.11
5250,Check exchange rate,8,1.01
5250,Check exchange rate,9,0.92
5250,Check exchange rate,10,1.24
5250,Check exchange rate,11,1.09
5250,Check exchange rate,12,0.97
5250,Pays cash,13,
5251,Check-in,1,
5251,Check exchange rate,2,0.99
5251,Check exchange rate,3,0.96
5251,Check exchange rate,4,0.91
5251,Check exchange rate,5,0.86
5251,Check exchange rate,6,1.04
5251,Check exchange rate,7,1.18
5251,Check exchange rate,8,1.04
5251,Check exchange rate,9,1.02
5251,Check exchange rate,10,0.94
5251,Check exchange rate,11,0.91
5251,Check exchange rate,12,1.0
5251,Pays cash,13,
5252,Check-in,1,
5252,Check exchange rate,2,0.91
5252,Check exchange rate,3,0.94
5252,Check exchange rate,4,1.04
5252,Check exchange rate,5,0.82
5252,Check exchange rate,6,0.88
5252,Check exchange rate,7,1.03
5252,Check exchange rate,8,0.98
5252,Check exchange rate,9,1.05
5252,Check exchange rate,10,0.92
5252,Check exchange rate,11,0.94
5252,Check exchange rate,12,1.11
5252,Pays cash,13,
5253,Check-in,1,
5253,Check exchange rate,2,1.07
5253,Check exchange rate,3,1.02
5253,Check exchange rate,4,1.0
5253,Check exchange rate,5,0.94
5253,Check exchange rate,6,0.89
5253,Check exchange rate,7,0.94
5253,Check exchange rate,8,0.91
5253,Check exchange rate,9,0.87
5253,Check exchange rate,10,1.11
5253,Check exchange rate,11,1.09
5253,Check exchange rate,12,0.96
5253,Pays cash,13,
5254,Check-in,1,
5254,Check exchange rate,2,0.93
5254,Check exchange rate,3,1.11
5254,Check exchange rate,4,1.08
5254,Check exchange rate,5,0.97
5254,Check exchange rate,6,0.93
5254,Check exchange rate,7,1.14
5254,Check exchange rate,8,0.97
5254,Check exchange rate,9,0.98
5254,Check exchange rate,10,1.04
5254,Check exchange rate,11,1.08
5254,Check exchange rate,12,1.13
5254,Pays by card,13,
5255,Check-in,1,
5255,Check exchange rate,2,1.05
5255,Check exchange rate,3,0.95
5255,Check exchange rate,4,1.15
5255,Check exchange rate,5,1.06
5255,Check exchange rate,6,0.92
5255,Check exchange rate,7,1.08
5255,Check exchange rate,8,0.93
5255,Check exchange rate,9,0.9
5255,Check exchange rate,10,0.96
5255,Check exchange rate,11,0.91
5255,Check exchange rate,12,0.91
5255,Pays by card,13,
5256,Check-in,1,
5256,Check exchange rate,2,0.92
5256,Check exchange rate,3,0.93
5256,Check exchange rate,4,1.1
5256,Check exchange rate,5,0.97
5256,Check exchange rate,6,0.98
5256,Check exchange rate,7,0.96
5256,Check exchange rate,8,1.1
5256,Check exchange rate,9,1.02
5256,Check exchange rate,10,0.91
5256,Check exchange rate,11,0.87
5256,Check exchange rate,12,0.95
5256,Pays cash,13,
5257,Check-in,1,
5257,Check exchange rate,2,1.12
5257,Check exchange rate,3,1.23
5257,Check exchange rate,4,0.85
5257,Check exchange rate,5,0.9
5257,Check exchange rate,6,1.02
5257,Check exchange rate,7,0.87
5257,Check exchange rate,8,0.93
5257,Check exchange rate,9,1.05
5257,Check exchange rate,10,1.02
5257,Check exchange rate,11,1.0
5257,Check exchange rate,12,1.0
5257,Pays cash,13,
5258,Check-in,1,
5258,Check exchange rate,2,0.96
5258,Check exchange rate,3,0.99
5258,Check exchange rate,4,0.95
5258,Check exchange rate,5,1.07
5258,Check exchange rate,6,1.02
5258,Check exchange rate,7,0.9
5258,Check exchange rate,8,0.91
5258,Check exchange rate,9,0.94
5258,Check exchange rate,10,1.13
5258,Check exchange rate,11,1.07
5258,Check exchange rate,12,0.8
5258,Pays by card,13,
5259,Check-in,1,
5259,Check exchange rate,2,1.03
5259,Check exchange rate,3,0.94
5259,Check exchange rate,4,1.01
5259,Check exchange rate,5,1.21
5259,Check exchange rate,6,0.88
5259,Check exchange rate,7,0.99
5259,Check exchange rate,8,0.89
5259,Check exchange rate,9,1.09
5259,Check exchange rate,10,0.96
5259,Check exchange rate,11,0.73
5259,Check exchange rate,12,0.96
5259,Pays by card,13,
5260,Check-in,1,
5260,Check exchange rate,2,1.06
5260,Check exchange rate,3,0.98
5260,Check exchange rate,4,1.13
5260,Check exchange rate,5,1.05
5260,Check exchange rate,6,0.92
5260,Check exchange rate,7,1.0
5260,Check exchange rate,8,0.92
5260,Check exchange rate,9,0.99
5260,Check exchange rate,10,1.02
5260,Check exchange rate,11,1.07
5260,Check exchange rate,12,1.02
5260,Pays cash,13,
5261,Check-in,1,
5261,Check exchange rate,2,0.88
5261,Check exchange rate,3,1.01
5261,Check exchange rate,4,1.11
5261,Check exchange rate,5,1.14
5261,Check exchange rate,6,0.7
5261,Check exchange rate,7,0.98
5261,Check exchange rate,8,0.79
5261,Check exchange rate,9,1.12
5261,Check exchange rate,10,1.0
5261,Check exchange rate,11,1.12
5261,Check exchange rate,12,1.03
5261,Pays cash,13,
5262,Check-in,1,
5262,Check exchange rate,2,0.95
5262,Check exchange rate,3,0.89
5262,Check exchange rate,4,1.02
5262,Check exchange rate,5,0.99
5262,Check exchange rate,6,1.04
5262,Check exchange rate,7,0.99
5262,Check exchange rate,8,1.1
5262,Check exchange rate,9,1.05
5262,Check exchange rate,10,0.88
5262,Check exchange rate,11,0.96
5262,Check exchange rate,12,1.01
5262,Pays by card,13,
5263,Check-in,1,
