case_id,activity,event_order,exchange_rate
6034,Check exchange rate,8,1.06
6034,Check exchange rate,9,0.84
6034,Check exchange rate,10,0.95
6034,Check exchange rate,11,0.88
6034,Check exchange rate,12,0.98
6034,Pays by card,13,
6035,Check-in,1,
6035,Check exchange rate,2,1.27
6035,Check exchange rate,3,0.79
6035,Check exchange rate,4,1.04
6035,Check exchange rate,5,0.87
6035,Check exchange rate,6,1.05
6035,Check exchange rate,7,1.18
6035,Check exchange rate,8,0.91
6035,Check exchange rate,9,1.08
6035,Check exchange rate,10,1.09
6035,Check exchange rate,11,1.03
6035,Check exchange rate,12,1.01
6035,Pays cash,13,
6036,Check-in,1,
6036,Check exchange rate,2,1.04
6036,Check exchange rate,3,0.89
6036,Check exchange rate,4,1.02
6036,Check exchange rate,5,0.92
6036,Check exchange rate,6,0.88
6036,Check exchange rate,7,1.11
6036,Check exchange rate,8,0.93
6036,Check exchange rate,9,1.13
6036,Check exchange rate,10,0.77
6036,Check exchange rate,11,0.92
6036,Check exchange rate,12,0.92
6036,Pays by card,13,
6037,Check-in,1,
6037,Check exchange rate,2,1.12
6037,Check exchange rate,3,0.94
6037,Check exchange rate,4,0.88
6037,Check exchange rate,5,1.05
6037,Check exchange rate,6,1.03
6037,Check exchange rate,7,1.07
6037,Check exchange rate,8,1.0
6037,Check exchange rate,9,1.05
6037,Check exchange rate,10,1.04
6037,Check exchange rate,11,1.04
6037,Check exchange rate,12,0.86
6037,Pays cash,13,
6038,Check-in,1,
6038,Check exchange rate,2,0.9
6038,Check exchange rate,3,0.95
6038,Check exchange rate,4,0.95
6038,Check exchange rate,5,1.03
6038,Check exchange rate,6,1.01
6038,Check exchange rate,7,1.08
6038,Check exchange rate,8,1.02
6038,Check exchange rate,9,1.18
6038,Check exchange rate,10,1.02
6038,Check exchange rate,11,0.96
6038,Check exchange rate,12,0.87
6038,Pays by card,13,
6039,Check-in,1,
6039,Check exchange rate,2,1.05
6039,Check exchange rate,3,1.18
6039,Check exchange rate,4,1.03
6039,Check exchange rate,5,0.92
6039,Check exchange rate,6,1.01
6039,Check exchange rate,7,1.06
6039,Check exchange rate,8,0.99
6039,Check exchange rate,9,1.05
6039,Check exchange rate,10,0.89
6039,Check exchange rate,11,1.1
6039,Check exchange rate,12,0.95
6039,Pays cash,13,
6040,Check-in,1,
6040,Check exchange rate,2,0.98
6040,Check exchange rate,3,0.9
6040,Check exchange rate,4,0.85
6040,Check exchange rate,5,1.24
6040,Check exchange rate,6,1.08
6040,Check exchange rate,7,0.99
6040,Check exchange rate,8,0.84
6040,Check exchange rate,9,0.68
6040,Check exchange rate,10,1.05
6040,Check exchange rate,11,1.18
6040,Check exchange rate,12,0.99
6040,Pays by card,13,
6041,Check-in,1,
6041,Check exchange rate,2,1.23
6041,Check exchange rate,3,0.97
6041,Check exchange rate,4,0.81
6041,Check exchange rate,5,1.04
6041,Check exchange rate,6,0.89
6041,Check exchange rate,7,0.89
6041,Check exchange rate,8,0.89
6041,Check exchange rate,9,1.03
6041,Check exchange rate,10,1.08
6041,Check exchange rate,11,0.92
6041,Check exchange rate,12,1.0
6041,Pays by card,13,
6042,Check-in,1,
6042,Check exchange rate,2,0.98
6042,Check exchange rate,3,0.87
6042,Check exchange rate,4,1.08
6042,Check exchange rate,5,1.1
6042,Check exchange rate,6,0.84
6042,Check exchange rate,7,1.04
6042,Check exchange rate,8,0.82
6042,Check exchange rate,9,0.93
6042,Check exchange rate,10,1.05
6042,Check exchange rate,11,1.12
6042,Check exchange rate,12,1.14
6042,Pays by card,13,
6043,Check-in,1,
6043,Check exchange rate,2,1.22
6043,Check exchange rate,3,0.95
6043,Check exchange rate,4,0.95
6043,Check exchange rate,5,0.95
6043,Check exchange rate,6,1.01
6043,Check exchange rate,7,1.03
6043,Check exchange rate,8,1.09
6043,Check exchange rate,9,1.04
6043,Check exchange rate,10,0.96
6043,Check exchange rate,11,1.02
6043,Check exchange rate,12,0.98
6043,Pays cash,13,
6044,Check-in,1,
6044,Check exchange rate,2,1.04
6044,Check exchange rate,3,0.91
6044,Check exchange rate,4,1.19
6044,Check exchange rate,5,1.08
6044,Check exchange rate,6,1.08
6044,Check exchange rate,7,0.97
6044,Check exchange rate,8,1.01
6044,Check exchange rate,9,1.14
6044,Check exchange rate,10,0.89
6044,Check exchange rate,11,1.03
6044,Check exchange rate,12,0.84
6044,Pays cash,13,
6045,Check-in,1,
6045,Check exchange rate,2,1.1
6045,Check exchange rate,3,1.08
6045,Check exchange rate,4,0.84
6045,Check exchange rate,5,0.96
6045,Check exchange rate,6,0.96
6045,Check exchange rate,7,1.03
6045,Check exchange rate,8,0.96
6045,Check exchange rate,9,1.04
6045,Check exchange rate,10,1.01
6045,Check exchange rate,11,0.98
6045,Check exchange rate,12,1.11
6045,Pays cash,13,
6046,Check-in,1,
6046,Check exchange rate,2,0.96
6046,Check exchange rate,3,0.95
6046,Check exchange rate,4,0.94
6046,Check exchange rate,5,0.96
6046,Check exchange rate,6,1.0
6046,Check exchange rate,7,1.23
6046,Check exchange rate,8,0.94
6046,Check exchange rate,9,1.04
6046,Check exchange rate,10,0.75
6046,Check exchange rate,11,0.97
6046,Check exchange rate,12,0.94
6046,Pays by card,13,
6047,Check-in,1,
6047,Check exchange rate,2,0.92
6047,Check exchange rate,3,0.98
6047,Check exchange rate,4,0.99
6047,Check exchange rate,5,1.01
6047,Check exchange rate,6,1.08
6047,Check exchange rate,7,1.09
6047,Check exchange rate,8,0.95
6047,Check exchange rate,9,1.2
6047,Check exchange rate,10,1.16
6047,Check exchange rate,11,1.19
6047,Check exchange rate,12,0.88
6047,Pays cash,13,
6048,Check-in,1,
6048,Check exchange rate,2,1.0
6048,Check exchange rate,3,0.91
6048,Check exchange rate,4,0.95
6048,Check exchange rate,5,1.17
6048,Check exchange rate,6,1.03
6048,Check exchange rate,7,0.98
6048,Check exchange rate,8,0.9
6048,Check exchange rate,9,1.2
6048,Check exchange rate,10,1.0
6048,Check exchange rate,11,1.12
6048,Check exchange rate,12,0.89
6048,Pays cash,13,
6049,Check-in,1,
6049,Check exchange rate,2,1.12
6049,Check exchange rate,3,1.04
6049,Check exchange rate,4,1.0
6049,Check exchange rate,5,1.04
6049,Check exchange rate,6,1.11
6049,Check exchange rate,7,0.81
6049,Check exchange rate,8,0.89
6049,Check exchange rate,9,1.1
6049,Check exchange rate,10,0.95
6049,Check exchange rate,11,1.06
6049,Check exchange rate,12,1.02
6049,Pays cash,13,
6050,Check-in,1,
6050,Check exchange rate,2,0.85
6050,Check exchange rate,3,1.0
6050,Check exchange rate,4,1.04
6050,Check exchange rate,5,1.07
6050,Check exchange rate,6,1.13
6050,Check exchange rate,7,1.16
6050,Check exchange rate,8,0.92
6050,Check exchange rate,9,1.2
6050,Check exchange rate,10,1.08
6050,Check exchange rate,11,0.99
6050,Check exchange rate,12,0.86
6050,Pays cash,13,
6051,Check-in,1,
6051,Check exchange rate,2,1.11
6051,Check exchange rate,3,1.03
6051,Check exchange rate,4,0.93
6051,Check exchange rate,5,0.82
6051,Check exchange rate,6,1.1
6051,Check exchange rate,7,0.96
6051,Check exchange rate,8,1.03
6051,Check exchange rate,9,0.84
6051,Check exchange rate,10,1.03
6051,Check exchange rate,11,0.98
6051,Check exchange rate,12,0.96
6051,Pays by card,13,
6052,Check-in,1,
6052,Check exchange rate,2,0.92
6052,Check exchange rate,3,1.01
6052,Check exchange rate,4,1.21
6052,Check exchange rate,5,1.03
6052,Check exchange rate,6,0.98
6052,Check exchange rate,7,1.03
6052,Check exchange rate,8,1.0
6052,Check exchange rate,9,1.05
6052,Check exchange rate,10,1.03
6052,Check exchange rate,11,1.01
6052,Check exchange rate,12,1.06
6052,Pays cash,13,
6053,Check-in,1,
6053,Check exchange rate,2,0.94
6053,Check exchange rate,3,1.23
6053,Check exchange rate,4,0.77
6053,Check exchange rate,5,1.08
6053,Check exchange rate,6,0.88
6053,Check exchange rate,7,1.06
6053,Check exchange rate,8,0.9
6053,Check exchange rate,9,1.1
6053,Check exchange rate,10,1.03
6053,Check exchange rate,11,0.91
6053,Check exchange rate,12,0.95
6053,Pays by card,13,
6054,Check-in,1,
6054,Check exchange rate,2,1.12
6054,Check exchange rate,3,0.99
6054,Check exchange rate,4,1.04
6054,Check exchange rate,5,0.99
6054,Check exchange rate,6,0.99
6054,Check exchange rate,7,0.98
6054,Check exchange rate,8,1.05
6054,Check exchange rate,9,1.01
6054,Check exchange rate,10,1.18
6054,Check exchange rate,11,0.89
6054,Check exchange rate,12,1.01
6054,Pays cash,13,
6055,Check-in,1,
6055,Check exchange rate,2,0.91
6055,Check exchange rate,3,0.94
6055,Check exchange rate,4,1.02
6055,Check exchange rate,5,1.21
6055,Check exchange rate,6,0.9
6055,Check exchange rate,7,1.08
6055,Check exchange rate,8,1.06
6055,Check exchange rate,9,1.03
6055,Check exchange rate,10,1.05
6055,Check exchange rate,11,0.84
6055,Check exchange rate,12,1.18
6055,Pays cash,13,
6056,Check-in,1,
6056,Check exchange rate,2,0.83
6056,Check exchange rate,3,1.06
6056,Check exchange rate,4,1.15
6056,Check exchange rate,5,0.94
6056,Check exchange rate,6,1.05
6056,Check exchange rate,7,0.99
6056,Check exchange rate,8,0.94
6056,Check exchange rate,9,1.09
6056,Check exchange rate,10,0.84
6056,Check exchange rate,11,1.16
6056,Check exchange rate,12,0.93
6056,Pays by card,13,
6057,Check-in,1,
6057,Check exchange rate,2,1.01
6057,Check exchange rate,3,1.02
6057,Check exchange rate,4,0.84
6057,Check exchange rate,5,1.09
6057,Check exchange rate,6,1.03
6057,Check exchange rate,7,1.06
6057,Check exchange rate,8,1.05
6057,Check exchange rate,9,1.05
6057,Check exchange rate,10,0.87
6057,Check exchange rate,11,0.81
6057,Check exchange rate,12,0.94
6057,Pays by card,13,
6058,Check-in,1,
6058,Check exchange rate,2,0.97
6058,Check exchange rate,3,0.98
6058,Check exchange rate,4,1.08
6058,Check exchange rate,5,1.06
6058,Check exchange rate,6,1.02
6058,Check exchange rate,7,0.84
6058,Check exchange rate,8,0.98
6058,Check exchange rate,9,0.88
6058,Check exchange rate,10,1.06
6058,Check exchange rate,11,1.0
6058,Check exchange rate,12,1.09
6058,Pays by card,13,
6059,Check-in,1,
6059,Check exchange rate,2,0.9
6059,Check exchange rate,3,1.21
6059,Check exchange rate,4,0.86
6059,Check exchange rate,5,1.07
6059,Check exchange rate,6,1.03
6059,Check exchange rate,7,1.11
6059,Check exchange rate,8,0.94
6059,Check exchange rate,9,1.16
6059,Check exchange rate,10,0.9
6059,Check exchange rate,11,1.02
6059,Check exchange rate,12,0.82
6059,Pays cash,13,
6060,Check-in,1,
6060,Check exchange rate,2,1.2
6060,Check exchange rate,3,1.16
6060,Check exchange rate,4,0.99
6060,Check exchange rate,5,0.95
6060,Check exchange rate,6,1.04
6060,Check exchange rate,7,0.89
6060,Check exchange rate,8,1.05
6060,Check exchange rate,9,1.32
6060,Check exchange rate,10,1.22
6060,Check exchange rate,11,0.86
6060,Check exchange rate,12,1.04
6060,Pays cash,13,
6061,Check-in,1,
6061,Check exchange rate,2,1.07
6061,Check exchange rate,3,0.9
6061,Check exchange rate,4,0.89
6061,Check exchange rate,5,0.97
6061,Check exchange rate,6,0.93
6061,Check exchange rate,7,1.04
6061,Check exchange rate,8,0.93
6061,Check exchange rate,9,0.95
6061,Check exchange rate,10,1.15
6061,Check exchange rate,11,0.97
6061,Check exchange rate,12,0.85
6061,Pays by card,13,
6062,Check-in,1,
6062,Check exchange rate,2,0.9
6062,Check exchange rate,3,1.08
6062,Check exchange rate,4,1.01
6062,Check exchange rate,5,0.96
6062,Check exchange rate,6,0.86
6062,Check exchange rate,7,0.96
6062,Check exchange rate,8,0.95
6062,Check exchange rate,9,0.98
6062,Check exchange rate,10,0.85
6062,Check exchange rate,11,1.01
6062,Check exchange rate,12,1.06
6062,Pays by card,13,
6063,Check-in,1,
6063,Check exchange rate,2,1.25
6063,Check exchange rate,3,1.05
6063,Check exchange rate,4,0.95
6063,Check exchange rate,5,0.99
6063,Check exchange rate,6,1.06
6063,Check exchange rate,7,1.15
6063,Check exchange rate,8,1.06
6063,Check exchange rate,9,0.95
6063,Check exchange rate,10,1.05
6063,Check exchange rate,11,0.88
6063,Check exchange rate,12,0.93
6063,Pays cash,13,
6064,Check-in,1,
6064,Check exchange rate,2,1.14
6064,Check exchange rate,3,0.98
6064,Check exchange rate,4,0.92
6064,Check exchange rate,5,0.99
6064,Check exchange rate,6,1.02
6064,Check exchange rate,7,1.12
6064,Check exchange rate,8,0.87
6064,Check exchange rate,9,0.92
6064,Check exchange rate,10,1.09
6064,Check exchange rate,11,1.14
6064,Check exchange rate,12,1.07
6064,Pays cash,13,
6065,Check-in,1,
6065,Check exchange rate,2,1.08
6065,Check exchange rate,3,1.05
6065,Check exchange rate,4,1.09
6065,Check exchange rate,5,1.01
6065,Check exchange rate,6,1.04
6065,Check exchange rate,7,0.99
6065,Check exchange rate,8,1.15
6065,Check exchange rate,9,1.12
6065,Check exchange rate,10,1.23
6065,Check exchange rate,11,0.97
6065,Check exchange rate,12,0.9
6065,Pays cash,13,
6066,Check-in,1,
6066,Check exchange rate,2,1.18
6066,Check exchange rate,3,0.99
6066,Check exchange rate,4,0.84
6066,Check exchange rate,5,1.1
6066,Check exchange rate,6,1.18
6066,Check exchange rate,7,0.87
6066,Check exchange rate,8,0.91
6066,Check exchange rate,9,0.99
6066,Check exchange rate,10,0.96
6066,Check exchange rate,11,0.96
6066,Check exchange rate,12,0.82
6066,Pays by card,13,
6067,Check-in,1,
6067,Check exchange rate,2,1.18
6067,Check exchange rate,3,0.96
6067,Check exchange rate,4,1.17
6067,Check exchange rate,5,0.96
6067,Check exchange rate,6,0.94
6067,Check exchange rate,7,0.95
6067,Check exchange rate,8,1.01
6067,Check exchange rate,9,0.91
6067,Check exchange rate,10,0.89
6067,Check exchange rate,11,1.05
6067,Check exchange rate,12,0.71
6067,Pays by card,13,
6068,Check-in,1,
6068,Check exchange rate,2,0.97
6068,Check exchange rate,3,0.99
6068,Check exchange rate,4,0.87
6068,Check exchange rate,5,0.96
6068,Check exchange rate,6,1.01
6068,Check exchange rate,7,1.0
6068,Check exchange rate,8,1.01
6068,Check exchange rate,9,0.87
6068,Check exchange rate,10,0.99
6068,Check exchange rate,11,0.93
6068,Check exchange rate,12,0.91
6068,Pays by card,13,
6069,Check-in,1,
6069,Check exchange rate,2,1.19
6069,Check exchange rate,3,0.93
6069,Check exchange rate,4,0.94
6069,Check exchange rate,5,0.86
6069,Check exchange rate,6,0.9
6069,Check exchange rate,7,1.03
6069,Check exchange rate,8,0.99
6069,Check exchange rate,9,1.13
6069,Check exchange rate,10,1.07
6069,Check exchange rate,11,1.07
6069,Check exchange rate,12,1.0
6069,Pays cash,13,
6070,Check-in,1,
6070,Check exchange rate,2,0.93
6070,Check exchange rate,3,0.93
6070,Check exchange rate,4,0.94
6070,Check exchange rate,5,0.87
6070,Check exchange rate,6,0.94
6070,Check exchange rate,7,1.1
6070,Check exchange rate,8,1.03
6070,Check exchange rate,9,0.81
6070,Check exchange rate,10,1.03
6070,Check exchange rate,11,1.06
6070,Check exchange rate,12,1.02
6070,Pays by card,13,
6071,Check-in,1,
6071,Check exchange rate,2,0.97
6071,Check exchange rate,3,0.88
6071,Check exchange rate,4,0.92
6071,Check exchange rate,5,1.06
6071,Check exchange rate,6,0.85
6071,Check exchange rate,7,1.17
6071,Check exchange rate,8,0.94
6071,Check exchange rate,9,0.92
6071,Check exchange rate,10,0.99
6071,Check exchange rate,11,0.96
6071,Check exchange rate,12,1.01
6071,Pays by card,13,
6072,Check-in,1,
6072,Check exchange rate,2,1.08
6072,Check exchange rate,3,0.9
6072,Check exchange rate,4,0.96
6072,Check exchange rate,5,1.07
6072,Check exchange rate,6,1.04
6072,Check exchange rate,7,1.07
6072,Check exchange rate,8,1.12
6072,Check exchange rate,9,1.16
6072,Check exchange rate,10,0.97
6072,Check exchange rate,11,1.14
6072,Check exchange rate,12,0.87
6072,Pays by card,13,
6073,Check-in,1,
6073,Check exchange rate,2,0.99
6073,Check exchange rate,3,0.92
6073,Check exchange rate,4,1.03
6073,Check exchange rate,5,1.03
6073,Check exchange rate,6,1.13
6073,Check exchange rate,7,1.06
6073,Check exchange rate,8,1.06
6073,Check exchange rate,9,1.0
6073,Check exchange rate,10,1.0
6073,Check exchange rate,11,0.92
6073,Check exchange rate,12,1.02
6073,Pays by card,13,
6074,Check-in,1,
6074,Check exchange rate,2,0.87
6074,Check exchange rate,3,1.05
6074,Check exchange rate,4,1.15
6074,Check exchange rate,5,1.09
6074,Check exchange rate,6,1.02
6074,Check exchange rate,7,0.92
6074,Check exchange rate,8,1.15
6074,Check exchange rate,9,1.09
6074,Check exchange rate,10,0.98
6074,Check exchange rate,11,0.95
6074,Check exchange rate,12,1.02
6074,Pays cash,13,
6075,Check-in,1,
6075,Check exchange rate,2,1.04
6075,Check exchange rate,3,0.83
6075,Check exchange rate,4,0.96
6075,Check exchange rate,5,0.93
6075,Check exchange rate,6,1.07
6075,Check exchange rate,7,0.97
6075,Check exchange rate,8,0.84
6075,Check exchange rate,9,1.07
6075,Check exchange rate,10,1.05
6075,Check exchange rate,11,1.19
6075,Check exchange rate,12,0.98
6075,Pays by card,13,
6076,Check-in,1,
6076,Check exchange rate,2,0.95
6076,Check exchange rate,3,1.09
6076,Check exchange rate,4,1.08
6076,Check exchange rate,5,0.95
6076,Check exchange rate,6,1.04
6076,Check exchange rate,7,1.07
6076,Check exchange rate,8,0.99
6076,Check exchange rate,9,1.12
6076,Check exchange rate,10,1.07
6076,Check exchange rate,11,1.09
6076,Check exchange rate,12,0.93
6076,Pays by card,13,
6077,Check-in,1,
6077,Check exchange rate,2,0.91
6077,Check exchange rate,3,1.0
6077,Check exchange rate,4,0.94
6077,Check exchange rate,5,0.98
6077,Check exchange rate,6,1.08
6077,Check exchange rate,7,1.03
6077,Check exchange rate,8,1.03
6077,Check exchange rate,9,1.15
6077,Check exchange rate,10,0.95
6077,Check exchange rate,11,1.06
6077,Check exchange rate,12,0.86
6077,Pays by card,13,
6078,Check-in,1,
6078,Check exchange rate,2,1.12
6078,Check exchange rate,3,1.04
6078,Check exchange rate,4,0.95
6078,Check exchange rate,5,0.81
6078,Check exchange rate,6,0.96
6078,Check exchange rate,7,1.03
6078,Check exchange rate,8,1.06
6078,Check exchange rate,9,0.88
6078,Check exchange rate,10,0.98
6078,Check exchange rate,11,1.11
6078,Check exchange rate,12,0.93
6078,Pays by card,13,
6079,Check-in,1,
6079,Check exchange rate,2,0.96
6079,Check exchange rate,3,1.02
6079,Check exchange rate,4,1.01
6079,Check exchange rate,5,0.79
6079,Check exchange rate,6,0.93
6079,Check exchange rate,7,1.12
6079,Check exchange rate,8,0.92
6079,Check exchange rate,9,0.9
6079,Check exchange rate,10,0.89
6079,Check exchange rate,11,1.05
6079,Check exchange rate,12,1.05
6079,Pays by card,13,
6080,Check-in,1,
6080,Check exchange rate,2,1.09
6080,Check exchange rate,3,1.01
6080,Check exchange rate,4,1.21
6080,Check exchange rate,5,0.89
6080,Check exchange rate,6,1.0
6080,Check exchange rate,7,0.91
6080,Check exchange rate,8,0.98
6080,Check exchange rate,9,1.01
6080,Check exchange rate,10,0.96
6080,Check exchange rate,11,0.93
6080,Check exchange rate,12,0.95
6080,Pays by card,13,
6081,Check-in,1,
6081,Check exchange rate,2,1.05
6081,Check exchange rate,3,0.98
6081,Check exchange rate,4,1.07
6081,Check exchange rate,5,1.08
6081,Check exchange rate,6,1.02
6081,Check exchange rate,7,0.97
6081,Check exchange rate,8,0.99
6081,Check exchange rate,9,1.0
6081,Check exchange rate,10,1.0
6081,Check exchange rate,11,1.07
6081,Check exchange rate,12,0.93
6081,Pays cash,13,
6082,Check-in,1,
6082,Check exchange rate,2,1.01
6082,Check exchange rate,3,1.08
6082,Check exchange rate,4,0.98
6082,Check exchange rate,5,0.98
6082,Check exchange rate,6,1.11
6082,Check exchange rate,7,0.97
6082,Check exchange rate,8,1.15
6082,Check exchange rate,9,1.02
6082,Check exchange rate,10,1.05
6082,Check exchange rate,11,1.11
6082,Check exchange rate,12,1.1
6082,Pays cash,13,
6083,Check-in,1,
6083,Check exchange rate,2,0.87
6083,Check exchange rate,3,0.99
6083,Check exchange rate,4,0.93
6083,Check exchange rate,5,1.11
6083,Check exchange rate,6,1.0
6083,Check exchange rate,7,1.02
6083,Check exchange rate,8,1.0
6083,Check exchange rate,9,0.99
6083,Check exchange rate,10,0.97
6083,Check exchange rate,11,0.66
6083,Check exchange rate,12,1.01
6083,Pays by card,13,
6084,Check-in,1,
6084,Check exchange rate,2,1.02
6084,Check exchange rate,3,1.14
6084,Check exchange rate,4,1.08
6084,Check exchange rate,5,1.16
6084,Check exchange rate,6,1.04
6084,Check exchange rate,7,0.99
6084,Check exchange rate,8,0.97
6084,Check exchange rate,9,1.26
6084,Check exchange rate,10,0.92
6084,Check exchange rate,11,0.9
6084,Check exchange rate,12,0.95
6084,Pays cash,13,
6085,Check-in,1,
6085,Check exchange rate,2,1.03
6085,Check exchange rate,3,1.02
6085,Check exchange rate,4,1.2
6085,Check exchange rate,5,1.02
6085,Check exchange rate,6,0.82
6085,Check exchange rate,7,0.98
6085,Check exchange rate,8,0.9
6085,Check exchange rate,9,0.91
6085,Check exchange rate,10,0.85
6085,Check exchange rate,11,1.14
6085,Check exchange rate,12,0.91
6085,Pays by card,13,
6086,Check-in,1,
6086,Check exchange rate,2,0.9
6086,Check exchange rate,3,0.9
6086,Check exchange rate,4,0.97
6086,Check exchange rate,5,1.05
6086,Check exchange rate,6,1.07
6086,Check exchange rate,7,0.84
6086,Check exchange rate,8,0.99
6086,Check exchange rate,9,0.91
6086,Check exchange rate,10,0.88
6086,Check exchange rate,11,1.07
6086,Check exchange rate,12,0.88
6086,Pays by card,13,
6087,Check-in,1,
6087,Check exchange rate,2,1.04
6087,Check exchange rate,3,0.91
6087,Check exchange rate,4,1.17
6087,Check exchange rate,5,0.96
6087,Check exchange rate,6,1.01
6087,Check exchange rate,7,1.15
6087,Check exchange rate,8,1.0
6087,Check exchange rate,9,1.08
6087,Check exchange rate,10,1.03
6087,Check exchange rate,11,1.02
6087,Check exchange rate,12,1.08
6087,Pays cash,13,
6088,Check-in,1,
6088,Check exchange rate,2,1.02
6088,Check exchange rate,3,1.02
6088,Check exchange rate,4,1.06
6088,Check exchange rate,5,0.85
6088,Check exchange rate,6,1.05
6088,Check exchange rate,7,1.16
6088,Check exchange rate,8,1.02
6088,Check exchange rate,9,1.09
6088,Check exchange rate,10,1.15
6088,Check exchange rate,11,1.18
6088,Check exchange rate,12,0.72
6088,Pays cash,13,
6089,Check-in,1,
6089,Check exchange rate,2,0.92
6089,Check exchange rate,3,0.95
6089,Check exchange rate,4,1.11
6089,Check exchange rate,5,1.06
6089,Check exchange rate,6,1.06
6089,Check exchange rate,7,1.03
6089,Check exchange rate,8,1.09
6089,Check exchange rate,9,1.11
6089,Check exchange rate,10,1.04
6089,Check exchange rate,11,0.97
6089,Check exchange rate,12,1.1
6089,Pays cash,13,
6090,Check-in,1,
6090,Check exchange rate,2,0.93
6090,Check exchange rate,3,0.91
6090,Check exchange rate,4,1.03
6090,Check exchange rate,5,1.0
6090,Check exchange rate,6,1.16
6090,Check exchange rate,7,1.05
6090,Check exchange rate,8,1.04
6090,Check exchange rate,9,1.07
6090,Check exchange rate,10,1.06
6090,Check exchange rate,11,1.1
6090,Check exchange rate,12,0.87
6090,Pays by card,13,
6091,Check-in,1,
6091,Check exchange rate,2,1.23
6091,Check exchange rate,3,0.89
6091,Check exchange rate,4,0.85
6091,Check exchange rate,5,1.08
6091,Check exchange rate,6,1.01
6091,Check exchange rate,7,1.05
6091,Check exchange rate,8,0.78
6091,Check exchange rate,9,1.07
6091,Check exchange rate,10,1.04
6091,Check exchange rate,11,1.01
6091,Check exchange rate,12,1.06
6091,Pays cash,13,
6092,Check-in,1,
6092,Check exchange rate,2,1.06
6092,Check exchange rate,3,1.03
6092,Check exchange rate,4,0.91
6092,Check exchange rate,5,1.02
6092,Check exchange rate,6,0.94
6092,Check exchange rate,7,1.0
6092,Check exchange rate,8,1.01
6092,Check exchange rate,9,0.98
6092,Check exchange rate,10,0.93
6092,Check exchange rate,11,0.98
6092,Check exchange rate,12,0.9
6092,Pays by card,13,
6093,Check-in,1,
6093,Check exchange rate,2,0.96
6093,Check exchange rate,3,1.07
6093,Check exchange rate,4,1.09
6093,Check exchange rate,5,0.99
6093,Check exchange rate,6,1.06
6093,Check exchange rate,7,1.07
6093,Check exchange rate,8,1.02
6093,Check exchange rate,9,1.06
6093,Check exchange rate,10,0.95
6093,Check exchange rate,11,0.97
6093,Check exchange rate,12,0.86
6093,Pays by card,13,
6094,Check-in,1,
6094,Check exchange rate,2,0.81
6094,Check exchange rate,3,1.09
6094,Check exchange rate,4,1.05
6094,Check exchange rate,5,1.01
6094,Check exchange rate,6,0.85
6094,Check exchange rate,7,1.13
6094,Check exchange rate,8,1.08
6094,Check exchange rate,9,0.98
6094,Check exchange rate,10,1.12
6094,Check exchange rate,11,0.93
6094,Check exchange rate,12,1.02
6094,Pays cash,13,
6095,Check-in,1,
6095,Check exchange rate,2,0.98
6095,Check exchange rate,3,1.04
6095,Check exchange rate,4,1.15
6095,Check exchange rate,5,1.1
6095,Check exchange rate,6,1.0
6095,Check exchange rate,7,1.05
6095,Check exchange rate,8,1.08
6095,Check exchange rate,9,1.05
6095,Check exchange rate,10,1.02
6095,Check exchange rate,11,0.9
6095,Check exchange rate,12,0.81
6095,Pays cash,13,
6096,Check-in,1,
6096,Check exchange rate,2,0.9
6096,Check exchange rate,3,1.02
6096,Check exchange rate,4,1.18
6096,Check exchange rate,5,1.1
6096,Check exchange rate,6,1.04
6096,Check exchange rate,7,1.07
6096,Check exchange rate,8,1.09
6096,Check exchange rate,9,0.9
6096,Check exchange rate,10,0.98
6096,Check exchange rate,11,0.86
6096,Check exchange rate,12,1.04
6096,Pays cash,13,
6097,Check-in,1,
6097,Check exchange rate,2,1.08
6097,Check exchange rate,3,0.82
6097,Check exchange rate,4,1.05
6097,Check exchange rate,5,1.08
6097,Check exchange rate,6,0.98
6097,Check exchange rate,7,1.04
6097,Check exchange rate,8,0.94
6097,Check exchange rate,9,1.0
6097,Check exchange rate,10,0.84
6097,Check exchange rate,11,1.06
6097,Check exchange rate,12,0.91
6097,Pays by card,13,
6098,Check-in,1,
6098,Check exchange rate,2,0.9
6098,Check exchange rate,3,0.98
6098,Check exchange rate,4,1.0
6098,Check exchange rate,5,1.08
6098,Check exchange rate,6,0.98
6098,Check exchange rate,7,0.98
6098,Check exchange rate,8,1.21
6098,Check exchange rate,9,0.93
6098,Check exchange rate,10,0.95
6098,Check exchange rate,11,1.11
6098,Check exchange rate,12,1.13
6098,Pays cash,13,
6099,Check-in,1,
6099,Check exchange rate,2,1.07
6099,Check exchange rate,3,1.05
6099,Check exchange rate,4,1.08
6099,Check exchange rate,5,0.98
6099,Check exchange rate,6,1.01
6099,Check exchange rate,7,0.94
6099,Check exchange rate,8,1.0
6099,Check exchange rate,9,0.91
6099,Check exchange rate,10,0.84
6099,Check exchange rate,11,0.89
6099,Check exchange rate,12,1.26
6099,Pays cash,13,
6100,Check-in,1,
6100,Check exchange rate,2,0.93
6100,Check exchange rate,3,1.32
6100,Check exchange rate,4,0.9
6100,Check exchange rate,5,0.98
6100,Check exchange rate,6,1.06
6100,Check exchange rate,7,0.85
6100,Check exchange rate,8,1.09
6100,Check exchange rate,9,0.85
6100,Check exchange rate,10,1.05
6100,Check exchange rate,11,0.88
6100,Check exchange rate,12,0.86
6100,Pays by card,13,
6101,Check-in,1,
